ROW_NUMBER,MISSION_NUMBER,OP_ORDER,UNIT,MISSION_DATE,AIRCRAFT_TYPE_MDS,NBR_ATTACK_EFFEC_AIRCRAFT,SORTIE_DUPE,NBR_ABORT_AIRCRAFT,NBR_LOST_AIRCRAFT,TARGET_NAME,TGT_TYPE,SOURCE_UTM_JAPAN_B,SOURCE_TGT_UTM,TGT_MGRS,TGT_LATITUDE_WGS84,TGT_LONGITUDE_WGS84,SOURCE_TGT_LAT,SOURCE_TGT_LONG,NBR_OF_WEAPONS,WEAPONS_TYPE,BOMB_SIGHTING_METHOD,TOTAL_BOMBLOAD_IN_LBS,TOT,MISSION_TYPE,ALTITUDE_FT,CALLSIGN,BDA,NOSE_FUZE,TAIL_FUZE,CALCULATED_BOMBLOAD_LBS,RECORD_SOURCE
"
8540",908,259-52,98th Bomb Wing,9/15/52,B-29,3,1,,,Pyongyang,Supply area number 12,,YD 3618,51SYD3618,38.97921N, 125.72442E,,,6,M-120,Shoran radar,,,Interdiction,21000 - 24000,,At least 70 bombs hit within the target area. 56 buildings totaling 33600 sq ft were destroyed and 68 buildings totaling 40800 sq ft were damaged severly. This amount of damage and destruction represented about 30% of the area. In addition 42 buildings totaling 25200 ft were destroyed and 26 buildings totaling 15600 sq ft were damaged in the area adjacent to the target. ,,,600,EXETER
"
8541",908,259-52,91st Strategic Recon Sq,9/15/52,RB-29,1,,,,,,,,,,,,,32,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,23500,,Fuzed to discharge leaflets 1000 ft above the terrain. ,,,16000,EXETER
"
8542",908,259-52,307th Bomb Wing,9/15/52,B-29,1,1,,,,31 supply and personnel shelters,,CT 1628,52SCH1628,38.18115N, 126.89920E,,,4,M-46,Radar,,,Close support,18400,,,,,1000,EXETER
"
8543",908,259-52,19th Bomb Group,9/15/52,B-29,4,1,,,Pyongyang,Supply area number 12,,YD 3618,51SYD3618,38.97921N, 125.72442E,,,12,M-46,Shoran radar,,,Interdiction,21200 - 24900,,At least 70 bombs hit within the target area. 56 buildings totaling 33600 sq ft were destroyed and 68 buildings totaling 40800 sq ft were damaged severly. This amount of damage and destruction represented about 30% of the area. In addition 42 buildings totaling 25200 ft were destroyed and 26 buildings totaling 15600 sq ft were damaged in the area adjacent to the target. ,,,3000,EXETER
"
8544",908,259-52,307th Bomb Wing,9/15/52,B-29,4,1,,,Pyongyang,Supply area number 12,,YD 3618,51SYD3618,38.97921N, 125.72442E,,,12,M-46,Shoran radar,,,Interdiction,21400 - 24670,,At least 70 bombs hit within the target area. 56 buildings totaling 33600 sq ft were destroyed and 68 buildings totaling 40800 sq ft were damaged severly. This amount of damage and destruction represented about 30% of the area. In addition 42 buildings totaling 25200 ft were destroyed and 26 buildings totaling 15600 sq ft were damaged in the area adjacent to the target. ,,,3000,EXETER
"
8545",908,259-52,98th Bomb Wing,9/15/52,B-29,1,1,,,,Jettisoned,,BQ 4754,52SBE4754,35.69749N, 126.20387E,,,,,,,,,,,Rack malfunction,,0.01,,EXETER
"
8546",908,259-52,91st Strategic Recon Sq,9/15/52,RB-29,1,,1,,,,,,,,,,,,,,,,,,,Air-aborted due to weather in target area.,,,,EXETER
"
8547",908,259-52,91st Strategic Recon Sq,9/15/52,RB-29,1,,1,,,,,,,,,,,,,,,,,,,Air-aborted due to radar malfunction.,,,,EXETER
"
8548",909,260-52,91st Strategic Recon Sq,9/16/52,RB-29,1,,,,,,,,,,,,,12,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,23500,,Fuzed to discharge leaflets 1000 ft above the terrain. ,,,6000,EXETER
"
8549",909,260-52,91st Strategic Recon Sq,9/16/52,RB-29,1,1,,,,Jettisoned,,DV 1015,52SDK1015,39.88028N, 127.94748E,,,20,M16-A1 Leaflet Bomb,,,,,,,Salvoed due to a blown cylinder which caused a failure of number 1 engine.,,,10000,EXETER
"
8550",909,260-52,91st Strategic Recon Sq,9/16/52,RB-45,1,,,,"""Performed photo-recon of CU 9232, CU 7883, and CU 7404.""",,,,,,,,,,,,,,Recon,19000,,Estimated as good results.,,,,EXETER
"
8551",909,260-52,91st Strategic Recon Sq,9/16/52,KB-29,2,,,,Detachment 4 flew 2 KB-29 classified missions.,,,,,,,,,,,,,,,,,,,,,EXETER
"
8552",910,261-52,98th Bomb Wing,9/17/52,B-29,4,1,,,,Jettisoned,,,,,,,,6,100 GP,,,,,,,Shackle malfunction,,0.01,600,EXETER
"
8553",910,261-52,19th Bomb Group,9/17/52,B-29,4,1,,,,Jettisoned,,,,,,3823N,12446E,20,100 GP,,,,,,,,,0.025,2000,EXETER
"
8554",910,261-52,307th Bomb Wing,9/17/52,B-29,2,1,,,,Jettisoned,,,,,,3248N,12541E,72,100 GP,,,,,,,Rack-malfunction,,Non-delay,7200,EXETER
"
8555",910,261-52,307th Bomb Wing,9/17/52,B-29,2,,,,Sopo,Supply center,,YD 4234,51SYD4234,39.12158N, 125.79929E,,,216,100 GP,,,,Interdiction,21900 - 22200,,,,Non-delay,21600,EXETER
"
8556",910,261-52,98th Bomb Wing,9/17/52,B-29,4,,,,Sopo,Supply area,,YD 4234,51SYD4234,39.12158N, 125.79929E,,,691,100 GP,,,,Interdiction,21000 - 22000,,,,0.01,69100,EXETER
"
8557",910,261-52,19th Bomb Group,9/17/52,B-29,4,,,,Sopo,Supply area,,YD 4234,51SYD4234,39.12158N, 125.79929E,,,724,100 GP,Shoran radar,,,Interdiction,21400 - 22900,,,,0.025,72400,EXETER
"
8558",910,261-52,98th Bomb Wing,9/17/52,B-29,1,1,,,Hamhung,Marshalling yard,,CV 7618,52SCK7618,39.90302N, 127.54940E,,,3,500 GP,Shoran radar,,,Interdiction,22900,,,0.01,0.01,1500,EXETER
"
8559",910,261-52,98th Bomb Wing,9/17/52,B-29,1,1,,,Hungnam,Chemical plant,,CV 7912,52SCK7912,39.84941N, 127.58560E,,,3,500 GP,Radar,,,Interdiction,22900,,,0.01,0.01,1500,EXETER
"
8560",910,261-52,19th Bomb Group,9/17/52,B-29,1,,,,,Artillery postions and supply shelters,,"""DT 0048, DT 0050, CT 9951, and CT 9652""",,,,,,35,500 GP,Radar,,,Close support,18000,,,0.1,0.025,17500,EXETER
"
8561",910,261-52,98th Bomb Wing,9/17/52,B-29,4,1,,,Sopo,Supply area,,YD 4234,51SYD4234,39.12158N, 125.79929E,,,12,M-12,,,,Interdiction,21000 - 22000,,,,,13200,EXETER
"
8562",910,261-52,98th Bomb Wing,9/17/52,B-29,1,1,,,Hamhung,Marshalling yard,,CV 7618,52SCK7618,39.90302N, 127.54940E,,,3,M-120,Shoran radar,,,Interdiction,22900,,,,,300,EXETER
"
8563",910,261-52,98th Bomb Wing,9/17/52,B-29,1,1,,,Hungnam,Chemical plant,,CV 7912,52SCK7912,39.84941N, 127.58560E,,,3,M-120,Radar,,,Interdiction,22900,,,,,300,EXETER
"
8564",910,261-52,98th Bomb Wing,9/17/52,B-29,1,,,,,,,,,,,,,32,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,22000,,Fuzed to discharge leaflets 1000 ft above the terrain. ,,,16000,EXETER
"
8565",910,261-52,307th Bomb Wing,9/17/52,B-29,2,1,,,Sopo,Supply center,,YD 4234,51SYD4234,39.12158N, 125.79929E,,,6,M-46,,,,Interdiction,21900 - 22200,,,,,1500,EXETER
"
8566",910,261-52,19th Bomb Group,9/17/52,B-29,1,1,,,,Artillery postions and supply shelters,,"""DT 0048, DT 0050, CT 9951, and CT 9652""",,,,,,8,M-46,Radar,,,Close support,18000,,,,,2000,EXETER
"
8567",910,261-52,19th Bomb Group,9/17/52,B-29,4,1,,,Sopo,Supply area,,YD 4234,51SYD4234,39.12158N, 125.79929E,,,12,M-46,Shoran radar,,,Interdiction,21400 - 22900,,,,,3000,EXETER
"
8568",910,261-52,91st Strategic Recon Sq,9/17/52,RB-29,1,,,,"""Accomplished photo-recon of YD 4234, BS 4420, and BS 7280.""",,,,,,,,,,,,,,Recon,20000 - 25000,,Estimated as good results.,,,,EXETER
"
8569",910,261-52,91st Strategic Recon Sq,9/17/52,RB-45,1,,,,"""Accomplished photo-recon of CU 9232, CU 7884, and CV 7380.""",,,,,,,,,,,,,,Recon,21000,,Estimated as good results.,,,,EXETER
"
8570",911,262-52,19th Bomb Group,9/18/52,B-29,4,1,,,,Jettisoned,,,,,,3243N,12755E,1,100 GP,,,,,,,Rack malfunction,,,100,EXETER
"
8571",911,262-52,19th Bomb Group,9/18/52,B-29,4,1,,,,Jettisoned,,,,,,3120N,12753E,1,100 GP,,,,,,,Rack malfunction,,,100,EXETER
"
8572",911,262-52,98th Bomb Wing,9/18/52,B-29,4,,,,Hulliak,Supply center,,YD 3436,51SYD3436,39.14176N, 125.70754E,,,564,100 GP,Shoran radar,,,Interdiction,20000 - 23500,,"""At least 315 bombs hit within the target area. Four buildings which
totaled 13,125 square feet were destroyed, and five buildings which totaled
8,750 square feet were damaged. At least fifteen supply shelters received
direct hits. There were also twenty-two rail cuts in the marshalling yard.
which destroyed 720 linear feet of track. No Circular error was computed.
because of the use of two axes attacks.""",,Non-delay,56400,EXETER
"
8573",911,262-52,19th Bomb Group,9/18/52,B-29,4,,,,Hulliak,Supply center,,YD 3370 3579,51SYD3579,39.52852N, 125.73414E,,,717,100 GP,Shoran radar,,,Interdiction,21300 - 22700,,"""At least 315 bombs hit within the target area. Four buildings which
totaled 13,125 square feet were destroyed, and five buildings which totaled
8,750 square feet were damaged. At least fifteen supply shelters received
direct hits. There were also twenty-two rail cuts in the marshalling yard.
which destroyed 720 linear feet of track. No Circular error was computed.
because of the use of two axes attacks.""",,0.025,71700,EXETER
"
8574",911,262-52,307th Bomb Wing,9/18/52,B-29,1,,1,,,Jettisoned,,,,,,2620N,12730E,36,500 GP,,,,,,,Air-aborted due to number 4 engine failure.,,,18000,EXETER
"
8575",911,262-52,307th Bomb Wing,9/18/52,B-29,1,,,,,Artillery positions,,"""CT 8457, CT 8255, CT 8256, and CT 8158""",,,,,,36,500 GP,Radar,,,Close support,17800,,,0.1,0.025,18000,EXETER
"
8576",911,262-52,307th Bomb Wing,9/18/52,B-29,1,1,,,,Artillery positions,,"""CT 8457, CT 8255, CT 8256, and CT 8158""",,,,,,4,M-46,Radar,,,Close support,17800,,,,,1000,EXETER
"
8577",911,262-52,307th Bomb Wing,9/18/52,B-29,1,1,,,,Jettisoned,,,,,,2620N,12730E,4,M-46,,,,,,,Air-aborted due to number 4 engine failure.,,,1000,EXETER
"
8578",911,262-52,19th Bomb Group,9/18/52,B-29,4,1,,,Hulliak,Supply center,,YD 3370 3579,51SYD3579,39.52852N, 125.73414E,,,12,M-46,Shoran radar,,,Interdiction,21300 - 22700,,"""At least 315 bombs hit within the target area. Four buildings which
totaled 13,125 square feet were destroyed, and five buildings which totaled
8,750 square feet were damaged. At least fifteen supply shelters received
direct hits. There were also twenty-two rail cuts in the marshalling yard.
which destroyed 720 linear feet of track. No Circular error was computed.
because of the use of two axes attacks.""",,,3000,EXETER
"
8579",911,262-52,98th Bomb Wing,9/18/52,B-29,4,1,,,Hulliak,Supply center,,YD 3436,51SYD3436,39.14176N, 125.70754E,,,12,M-46,Shoran radar,,,Interdiction,20000 - 23500,,"""At least 315 bombs hit within the target area. Four buildings which
totaled 13,125 square feet were destroyed, and five buildings which totaled
8,750 square feet were damaged. At least fifteen supply shelters received
direct hits. There were also twenty-two rail cuts in the marshalling yard.
which destroyed 720 linear feet of track. No Circular error was computed.
because of the use of two axes attacks.""",,,3000,EXETER
"
8580",911,262-52,91st Strategic Recon Sq,9/18/52,KB-29,2,,,,Detachment 4 flew 2 effective classified missions.,,,,,,,,,,,,,,Recon,,,,,,,EXETER
"
8581",912,501-52,19th Bomb Group,9/19/52,B-29,2,,2,,,Jettisoned,,,,,,3425N,12909E,30,Incendiary cluster,,,,,,,Air-aborted due to engine failure.,,,2790,EXETER
"
8582",912,501-52,19th Bomb Group,9/19/52,B-29,2,1,,,,Jettisoned,,,,,,3709N,13011E,30,Incendiary cluster,,,,,,,Air-aborted due to engine failure.,,,2790,EXETER
"
8583",912,501-52,98th Bomb Wing,9/19/52,B-29,1,,,,,Supply and personnel shelters,,CT 1537 and CT 1638,,,,,,35,M-120,Radar,,,Close support,17500,,,,,3500,EXETER
"
8584",912,501-52,98th Bomb Wing,9/19/52,B-29,11,1,,,,Jettisoned,,NL 8090,,,,,,2,M-20 (E-48),,,,,,,Loading error,,,980,EXETER
"
8585",912,501-52,307th Bomb Wing,9/19/52,B-29,11,1,,,,,,,,,,2900N,12945E,2,M-20 (E-48),,,,,,,Rack malfunction,5000 ft air burst,,980,EXETER
"
8586",912,501-52,307th Bomb Wing,9/19/52,B-29,11,1,,,,,,CU 5555,52SCJ5555,39.33227N, 127.31763E,,,3,M-20 (E-48),,,,,,,Rack malfunction,5000 ft air burst,,1470,EXETER
"
8587",912,501-52,307th Bomb Wing,9/19/52,B-29,11,,,,Tongchon-ni,Supply area,,CV 6305,52SCK6305,39.78393N, 127.40010E,,,25,M-20 (E-48),Shoran radar,,,Interdiction,21900 23300,,9 buildings adjacent to the target area which totaled 6300 sq ft were destroyed.,5000 ft air burst,,12250,EXETER
"
8588",912,501-52,307th Bomb Wing,9/19/52,B-29,3,1,,,,,,,,,,3714N,13026E,29,M-20 (E-48),,,,,,,Authorized as air spares and were not used and were non-effective.,,,14210,EXETER
"
8589",912,501-52,307th Bomb Wing,9/19/52,B-29,3,,,,,,,,,,,3818N,12900E,30,M-20 (E-48),,,,,,,Authorized as air spares and were not used and were non-effective.,,,14700,EXETER
"
8590",912,501-52,307th Bomb Wing,9/19/52,B-29,3,1,,,,,,,,,,3525N,13015E,30,M-20 (E-48),,,,,,,Authorized as air spares and were not used and were non-effective.,,,14700,EXETER
"
8591",912,501-52,98th Bomb Wing,9/19/52,B-29,1,,1,,,Jettisoned,,LK 9174,,,,,,32,M-20 (E-48),,,,,,,Air-aborted due to number 1 engine failure.,,,15680,EXETER
"
8592",912,501-52,19th Bomb Group,9/19/52,B-29,10,,,,Yongpo,Barracks,,CV 7405,52SCK7405,39.78563N, 127.52851E,,,305,M-20 (E-48),Shoran radar,,,Interdiction,21600,,"""2 buildings which totaled 12,0275? Sq ft were destoyed in the yonpo barracks area CV 7405. 13 buildings which totaled 35100 sq ft were destoyed in the area adjacent to the target.""",,2M 152,149450,EXETER
"
8593",912,501-52,98th Bomb Wing,9/19/52,B-29,11,,,,Chigyong-ni,Supply area,,CV 6612,52SCK6612,39.84745N, 127.43369E,,,347,M-20 (E-48),Radar,,,Interdiction,20500 - 21000,,28 buildings which totaled 16800 sq ft were destroyed.,35.5,36.6,170030,EXETER
"
8594",912,501-52,19th Bomb Group,9/19/52,B-29,2,,,,,Returned,,,,,,,,,,,,,,,,2 non-effective aircraft authorized as air spares were released by the task force commander and returned to the base.,,,,EXETER
"
8595",912,501-52,91st Strategic Recon Sq,9/19/52,RB-29,2,,,,Accomplished photo-recon of 3700N-12330E,,,,,,,,,,,,,,Recon,500,,Estimated as good results.,,,,EXETER
"
8596",912,501-52,91st Strategic Recon Sq,9/19/52,RB-45,1,,,,"""Asccomplished photo-recon of CV 7405, CV 6612, and CV 6305""",,,,,,,,,,,,,,Recon,20000 - 22000,,Estimated as good results.,,,,EXETER
"
8597",913,264-52,98th Bomb Wing,9/20/52,B-29,1,1,,,Kyomipo,Steel mill,,YC 2890,51SYC2890,38.72927N, 125.62288E,,,7,500 GP,Radar,,,Interdiction,22800,,Good results.,0.01,0.01,3500,EXETER
"
8598",913,264-52,19th Bomb Group,9/20/52,B-29,1,,,,,"""Bunkers, artillery, and automatic weapon position""",,"""CT 1725, CT 1826, and CT 1726""",,,,,,35,500 GP,Radar,,,Close support,18000,,,0.1,0.025,17500,EXETER
"
8599",913,264-52,98th Bomb Wing,9/20/52,B-29,1,1,,,Kyomipo,Steel mill,,YC 2890,51SYC2890,38.72927N, 125.62288E,,,2,M-120,Radar,,,Interdiction,22800,,Good results.,,,200,EXETER
"
8600",913,264-52,98th Bomb Wing,9/20/52,B-29,1,,,,,,,,,,,,,32,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,22800,,Fuzed to discharge leaflets 1000 ft above the terrain. ,,,16000,EXETER
"
8601",913,264-52,19th Bomb Group,9/20/52,B-29,1,1,,,,"""Bunkers, artillery, and automatic weapon position""",,"""CT 1725, CT 1826, and CT 1726""",,,,,,6,M-46,Radar,,,Close support,18000,,,,,1500,EXETER
"
8602",913,264-52,91st Strategic Recon Sq,9/20/52,RB-46,1,,,,"""Accomplished photo-recon of CV 7404, CV 6712, and CV 6304.""",,,,,,,,,,,,,,Recon,18000,,Estimated as good results.,,,,EXETER
"
8603",914,265-52,98th Bomb Wing,9/21/52,B-29,1,1,,,,Jettisoned,,CT 4981,52SCH4981,38.66472N, 127.26441E,,,10,100 GP,,,,,,,Rack malfunction,,,1000,EXETER
"
8604",914,265-52,307th Bomb Wing,9/21/52,B-29,4,1,,,,Jettisoned,,,,,,3255N,12555E,12,100 GP,,,,,,,Rack malfunction,,,1200,EXETER
"
8605",914,265-52,19th Bomb Group,9/21/52,B-29,4,1,,,,Jettisoned,,XD 9320,51SXD9320,39.00775N, 125.22897E,,,62,100 GP,,,,,,,Release malfunction,,,6200,EXETER
"
8606",914,265-52,98th Bomb Wing,9/21/52,B-29,1,,,,,Mortar positions,,CT 2433,52SCH2433,38.22778N, 126.98925E,,,154,100 GP,Radar,,,Interdiction,14500,,,,,15400,EXETER
"
8607",914,265-52,19th Bomb Group,9/21/52,B-29,4,1,,,,Jettisoned,,,,,,,,231,100 GP,,,,,,,Salvoed 10 seconds after bombs away due to stations' hand-up.,,,23100,EXETER
"
8608",914,265-52,19th Bomb Group,9/21/52,B-29,4,,,,Pyongyang,Supply area number ten,,YD 4422,51SYD4422,39.01302N, 125.81810E,,,473,100 GP,Shoran radar,,,Interdiction,21500 - 23100,,"""31 buildings which totaled 18600 sq ft were destroyed within the target area. Immediately north of this area, 17 buildings which totaled 10,200 square feet were also destroyed. The marshalling yard west of the target area received, at least 3 cuts of 15 feet each, plus 3 additional cuts of 15 feet on the rail line which passed through the target area. No Circular error was computed because of the two axes of attacks plus incomplete photographic coverage of the bomb impact area.""",,0.025,47300,EXETER
"
8609",914,265-52,98th Bomb Wing,9/21/52,B-29,3,,,,Pyongyang,Supply area number ten,,YD 4422,51SYD4422,39.01302N, 125.81810E,,,529,100 GP,Shoran radar,,,Interdiction,21000 - 23400,,"""31 buildings which totaled 18600 sq ft were destroyed within the target area. Immediately north of this area, 17 buildings which totaled 10,200 square feet were also destroyed. The marshalling yard west of the target area received, at least 3 cuts of 15 feet each, plus 3 additional cuts of 15 feet on the rail line which passed through the target area. No Circular error was computed because of the two axes of attacks plus incomplete photographic coverage of the bomb impact area.""",,0.01,52900,EXETER
